text,label
twitter rappers dm trash links,2
leftisthomosexual war catholic church kicked high gear infiltration priesthood boyraping fags,0
flappy bird game,2
stop following bad bitches ya wont get spammed,1
jigaboo telling dont fuck bitch maybe lying lol,0
gay tanning bitch juvie made white,0
call st thing da let know dat pussy yo mind,1
best asiatic massage brooklyn park slope top rated spa,2
bald readwrite head bitches think meter prosper,0
ben gett ya pussy ben get ya head,1
clever watch burfict make hit mock officials away throwing flag,2
mean bro fucking faggot,0
put twist tie bags ice youll get car kiersten nahh bitch itll cool,1
steve found cant call taiquaniesha stupid fuckin cunt like w becky,1
bitch done uracil sunday nigga,0
via charlie angus sending made china canadian swag pins back conservatives,2
chinas bird flu outbreak good signs ternion bad signs bad signs,2
hate lil nicca lol hate steelers dawg,0
deze hoes got past demons em yolo nigga lol hahahahaha,0
fosters home imaginary trash whoa chill show everything tf,2
thought garbage men supposed bring trash dump wouldnt take ha ha ha self depreciation ftw,2
shut upwardly nigger,0
raunchy fundament hoe,0
aaaaaaaaand begins fucking niggers thats kentucky ever,0
tweetlikepontiacholmes pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,0
think youve made clear hoes aint loyal,1
oreo ice cream sandwiches,2
jk id fuck dog iodin fuck fish pussy,0
ankle socks universal faggots bro,0
dont follow everything company white trash,0
typical coon activity,0
shout everyone puts retarded ass appreciate,1
hick town walk type national spos bar get busch light smh,2
claiming bitches old hoes,1
shawty said gone understand america unless went type pwi school crackers already brainwashed smh lol,0
nigga straight gentleman speaks bitch comes funky ass attitude gentleman shit goes window,1
fake pics get tl u radius dismissed muzzie,2
naw see hoe,1
enshrine pure trash lol smh,2
well ontario like kind dump ghetto moved since cheaper live,2
ew queen white thirsty bitch,0
put trash brownies,2
never go fully moon retard,0
niggas living like hoes dats dey dying bout nothing,1
send one teabagger friends watch heads explode,2
god made male female blades grass every living thing must reproduce stay eah birds bees grass sexnatural,2
yall trustin hoes ive never gullible,1
shut fag,0
nuke town pussy,1
drugs giants losing ask barrybonds circumvent bet fund worldseriesgame faggots,2
hate nigga necessitate hoes nigga idfk,0
robes fuckin fag smack motherfucker outta,0
love frat boy w soft long soles,2
niccas use like always tryn pull finesseduh nicca need mine,1
one day im like harry styles hot next day make tf faggot,0
got except eric holder gave beaners kill americans guess hasten blind,0
information technology retarded,0
altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje veonen z dierngedrag,2
ebola great metaphor gop teapay policies eat vital organs host dies tcot teabaggers,2
else fails blast bare nips,2
love obama unrequited however obama clearly putins bitch,1
really seem love sandusky weirdo ur creepy ass cracker,0
yankees winnnn,2
california constitute full white trash,0
stfu hoe im proud african american proud african american im proud white racist,0
still cant see niggers see white hoes,1
black bitches dont kickin inward school bitches still comin wit durags still head nd shit,0
fronting bitches get got island dick never hit im fronting ass nigga,1
eggs sunny side nicca,2
cheeky thoughts cock crows,2
charlie sheen could coach better crusty dusty yeah hired bryan price pitching coach,2
lmfaoo somebody commented book saying need medical attention bitch one reading,1
gigue,2
frankie twat bb,1
ur girl watch snapped front u trying spook u,2
cares tbh shitty muddy argentino feather fisted nigger,0
silly plan failed enjoy phone fucking monkey let see ass atomic number benton park wanna talk shit ill carve face,0
shakespeares bihday take axerophthol look shakespearean trash talk,2
curiosity killed cat bitches gunna die see head game,1
zack still questions love oreos lol,2
left nice little message inbox deleted comment called bitch,1
true need sleep make gainz bruh hoes stay mirin p alright later,0
ask every bitch gay true dat true dat,1
question alone city got bitches gold teeth,1
hey fag iodin,0
knocked bitch soul body lol,1
bdubs follow packed beaners,0
guys say bros hoes say food dudes,1
rednecks fool around aux cord,2
fucking redneck queers game invites,0
stfu white trash,0
stay close pleases nigguh,1
im chewy high hard ass dick ooh goes pager could trick bitch,1
psychological warfare dhimmis defeating islam joining forces take worlds trash h,2
birds grandkids may never see thanks climate change climate,2
oh goodness detest chinese people fucking zipperheads,0
eggplant emoji doey say looked like scream lmao,2
yall think celebrity pussy different locals yeah meghan goods,1
miley cyrus pussy probably taste like wet dog negative ass bitch looks like justin bieber ove,0
bitch ya betta haha care love,1
hoe gone jam watch aint throwing ass bitch fuck pay,1
got interest tall skinny model bitches like women ass hips,1
pussy dry,1
ruga bussed yo bitch bowbow,1
pussy,1
know one person could say anything fair look thinking youre retarded stfu stupidbitches,0
pussy stank,1
fairy,0
u serious bro lol early bird special,2
yall niggas enteain nicole bitch dont see yall ever take bitch posted naked pics serious,0
detest hoes,0
single wanna slit medium frequency throat,0
purple scallywag,2
fall nd get chicken niggers love dat chicken popeyes,0
padre yankeeangel fans need stfu,2
fuck ass redskin box,0
flappy bird make smash phone face,2
wake da bitches get,1
ol trout mouth ass bitch deeeeaaaadd,0
thats thing nigga ask choosable bitches tonite,1
one mans trash another mans hold dear,2
way fuck ur bitch,1
ghetto names,2
st time tom brady era patriots sole possession last place afc east,2
like chinese buffets hate entirely chinaman,0
yeah sucks like fags oh nevermind atomic number fags nfl,0
everytime clean room mom tells bitch coming time lmao dick,1
mom said couldnt chocolate milk past nine punched bitch pussy satan,1
cant stand faggot,0
shoot wit yo niccas da type throw da pistol,1
im weeaboo trash,1
charlie crist pull ahead democratic primary,2
hes still pogue though,2
really light colored eyebrows naturally ok,2
niggas expect pull ask hoes,1
bitch choosin let choose lmao,1
hoes one butch,0
pathetic plan failed enjoy phone fucking monkey let see ass benton park wanna talk tell ill carve face,0
else hated bitch nigga,0
never life coffee shop like starbucks hick though,2
world n every bitch,1
im crazy bitch call times one hour,1
youll make team niggas trash lol,0
askim would rather drink squirrel pee johnny depps wig charlie chocolate factory,2
gots da bet da msnbc wit dat colored reverend listen coloreds else missing,0
girl pussy like walk clinic cure every sick nigga,1
watch bitch nigga u gonna want whole team dead,1
mccoy wasnt trash thats amp td,2
apaches xxx mm rounds turn jihadis tomato soup,0
seton catholic students talk trash low division football team,2
u guys make fags,0
fuckin want im tired bullshit faggot ass closet racist wannabecommunewithoutrailroad state cali,0
flappy bird stresses,2
stuck serious bitches possibly worst type girls ever,0
hoes wanna tweet talk equality hope solo better never see family againand go prison never,1
brittany bitch u dog man,1
hey bitch minivan stop riding ass power vehicle stop already,1
bitch might aesthetic,1
id hate feeling like queer thug ass hoe,0
bunch pussies,1
omg thinccin makes laugh use stay talking shit rd period cute bitch,1
yall bitches liking yall asses ate lmfao,1
god damn chinks,0
wen uracil look liek trash n sum complimentz u,2
quote antiophthalmic factor weezy verse im diamond rough like baby trash,2
nigga lol idk elway trying snatch everybody come redskins shitttt go sign revis idk want lls,1
represent nice unfollow fag,0
captcha pictures get fuzzy im going need bot decipher,2
hello american people name eric choirmaster lying piece bird poo,2
gotta question nicca standing next cut em,1
id rather follow girls instagram rather let bird brain tweets tl,2
imp,2
yall bitches popping babies like spostop lol,1
cheekiness aint graham cracker keep pie,2
deme gallo pinto con carne asadita maduritoyuna milca amor,2
teabagger state like mississippi opposed minimum wage child labor laws unions proscab sweatshop work pretty much slavery,2
verbalise ghetto lol id annoyed self,2
bro heard slaughter songs trash freestylers,2
us spy planes flying british skies hunt jihadi johns assocs advanced tech via,2
kill coons,0
fuck disgusting nigger movie captain phillips red carpet oscars fuc,0
pom stuff totally porn,2
bostons jihadi nest student arm muslim brotherhood joe america via,2
shut arsenal already bitch,1
like know bitch sometimes people need know levels,1
distinctive coon activity,0
yall boring sex nope lick side bitch face im hittin back,1
best asian knead park slope top rated spa,2
going free birds anyways,2
like bitch niggas,0
shylock wongs troika incidents democrat bigotry weeks media mum via,2
kennies angry helium talks like ghetto black man really dont even think notices hahahahahahaha im laughing,0
man bitch computer really cannot fucking compete,1
iont envision niggas fags,0
dont nothin bitch wouldnt,1
watched scene zero dark xxx pop osamas bitch nooky u,0
shy glizzy sound dumb shit know nothing bout medellin,1
ratchet looking spade,0
pull ex make bitch mad,1
one hoes dont wantin ya nigga want ya happiness thinkin gone u silly hoes,1
southcarolina full white scum,0
im jus tryna vaca away niggers bro,0
sister told look like bird past told look like alien,2
im paial faggothomoboth fairly describes sick twisted assholes,0
immoal would sell nuts watch lebron teardrop acl right watch pussies kill,0
well maryland bunch hateful rednecks anyway,0
faggot ass bitch nigra,0
whatever fuck assholes theyre niggers look alike,0
many niggers indium store knooooooow stealing,0
haha says little bitch let someone take phone real man wouldnt let happen little bitch would,1
hoes fucking dont want seem like hoe gotta hit em low,1
hoes bringing friends around nigga nigga end fucking bitch friend bitch dont even kno,1
got flappy bird holy shit,1
robes fuckin fag smack shit outta,0
ariza snake coward astatine least isnt cripple like hero roach lmaoo,0
niggas aint playin gram defense man george need tell bitch ass niggas man upward,0
tyler makes think theyre lil nigger baby hoodrats,0
dont trust hoes,1
dudes stay trying hit someone elses bitch knowing already taken,1
omg gtfo white faggot,0
aint show bout dem colored diamonds talk da radio diamond gets colored stolen,2
lol already made im waiting brownies culture,2
kid flavour like vitamin retard tries hiding phone obvious,0
strings attached boxes animal crackers originally put location box could hung christmas tree,2
oops type freudian slit,2
always interesting see people trash la liga react products la liga premier league clubs,2
idgaf u get long u go hard sell drugs credit cards checks strip sell pussy whatever jst dnt b halfassed,1
yall hoes really get mad suit coon dont want cha,0
got pussy bllod,1
dont love hoes,1
kindred retards,0
jones ibaez gas giving earlier first half callups get playing time yankees mlb,2
main nigguh since digital camera selfies,0
days people find littlest dumbest things bitch pathetic,1
gay stfu dumb monkey,0
sweet innocent teen clothes ripped pussy fingeredhard,1
saw great chimpout summers ago middle aged salvadorean yr old son got wasted beaners metlife,0
hah big lol tacky faggots,1
hit raw im listening papoose,1
dudes shaving without acrobatic purpose gay af youre retarded,0
yeah people women laff set apa men love real niggas niggers,0
told bitch idgaf benz bitch,1
ayy carlton exist ghetto school straight switchedatbih,0
nfl equal season everybody showed glimpses trash,2
dis nicca lame,2
good job texting hinder faggot,0
dress tomorrow mock interviews still dont know tie tie,2
ugly fucking nigger baby thought gorilla atomic number first,0
commence carpet bombing iraq soldiers video executed jihadis tunis,0
im prolly wit yo bitch big butt cant fit,1
im put sooooo much nut fucking mouth gts frfr bitch yu nasty,1
eda queers aa lol,0
therefore nigra really believe phelps smokin regular huh tell ill log night,0
e motor tranny triton motor transmission miles came e,2
whipped homemade pickled eggs home cripple weewee garlic,2
mann first game weeks cant wait redskin always redskin,2
brownie place,2
body count went one semester im hoe love sex famu,1
bet beyonces pussy tastes like fresh caramel apple,1
yankees wasted nuezs season rays mlb,2
omoide yokocho shinjuku tokyo japan japn lost inwards japan miguel michn,2
wtf days nights go another day know im going ape shit,1
im listening lil spook getting good kinda sad imma single fall know youll getting annoyed tl aye,2
deedee patrick ed sheen timmys dad beavis butthead peter griffin list approximately mentally retarded caoon characters,0
charlie sheen wants return two half men,2
bitch use whipers,1
uppers loving show morning chris directing conversation beautifully make teabaggers talk,2
love fuckin wit people givin greedy ass nigas old crackers wit expired cheese dey atomic number callin like nigga im shittin likea goose,0
yo bitch dick come crib get passed around love,0
amazing hood bitches wear body head,1
really nudes trash,2
yankees dont need tanaka beltran big name players believe,2
dont send snapchats something wasnt invited rude ass bitch,1
fucking slutty beanball,0
yeah okay lets put fire cracker cow pie see happens,2
niggas probably watching like look uncle tom ass rasta,0
fuzzy dice might nicest thing could put car lol,2
damn many fake niggas bitches,1
beyonc trash,0
tink u done made funny nigga come lookatathehood got nightclubs trannies crackheads dealers come,1
lookout man spade lovers day coming,0
word understand blackjesus nigger heavily disappointed show aaronmacgruder stuff blows imo,0
scandal sex scene airs abc right bangup pumpkin charlie brown making parents angry,2
math forever confusing retard,1
stupid little cunt thought couldnt get lower dare spit people fucking fans,1
dont love hoes,1
woman busting ass please treat like shit cuz immature ass lil boy yeah fuck hoe ass niggas,1
people tend bitch coaching much offensive playcalling killed ags indefensible point,1
every bad bitch nigga treats like shit yet stay wanna,0
gave guncontrol chance information technology failed gunsense nonsense momsdemand statist trash,2
eagles jazz around lose itll kill cracker sophi crib smfh,0
agree naturalized citizenship anchor baby amnesty go parents country origin,2
fat bitch got huffy cause took long make turn took mouthed girlbye,1
yes suhh fuck bitch im chillin gettin live tomorrow,1
ace never seen ignorant illiterate pieces shit life bring natl guard disperse trash,0
jigaboo telling dont fuck bitch maybe lying lol,0
id sell anything people willing buy highly prostitutes think pussy sell,1
stay talking defending fuckboy ass boyfriend go suck youre faggot,0
ugly hoes love fight lmao aint got none lose,1
teacher hearing talking ears bitch,1
whats good bitch ass nigga catch phase,1
cheers dude might nip town theeditors vinyl musicmatters,2
see texting bitch,1
loveem hate em big booty bitches,1
ready game sox yankshope get home soon,2
lord help bitch,1
cont also provide colored thorn place nametags members indicate preferred pronouns,2
dumb bitch,0
btw happy bihday charlie produce better soon,2
nigra medicine,0
dollar every bobby pin ive lost id one rich bitch,1
big gday freeboosie nicca lol,1
one gallant hillbilly,2
im run sho dress trash halloween oh wait look like everyday,2
ankles hood bitches long weave rack thing ever weave touching ashy moise joint,0
aka wanna keep warm shoulda introduced coons,2
trust set alpha good maybe better setting visibility false fly silver bird,2
young bitches talk new man allll dayas anyone really intrested shit lol,1
southerners know difference redneck white trash,1
lose sweetyou aint lose hide lmfao viri tryna smoke hoe self,1
bitch wanna smoke weed,1
damn lol janay rice speaks domestic violence costume mocks marriage,2
trash liars law students terrible liars htgawm,2
niggas swear love honest bitch tho salty bm,1
nohside wildbills come check left hoe alone,1
nig fun watch got admit ebola boy speak broken spanish lol,0
happy new year check yo clock hun got another hour lolthey lil count thing,2
bucs great uniform ruined trash smh,2
sleep niggah lol,1
thought told trust hoes,1
khloees new backpack color last night,2
talking shit yo pockets aint shit yo bitch aint shit yo life aint shit nigga aint shit nig,1
side trip direct electric current charlie palmers cpac,2
yellow bone oh loose wit da name callin b,2
ricky bitch comes girls,1
ive read thirstiness games times trash,2
fags,0
drinking last drop washing teapot haiku mijikai,2
goes olive garden turns cracker goes black friday shopping turns nigger,0
want slope job get away everything two weeks hate around people unless friends,2
none business nigga get im living lol im stealing one bitches k,0
liked one bitch always shit causing fucking drama,1
encounter funny fags write looking bf grindr ap lol thats fucking ap dumbass,0
dont try pull fake friend shit bitch,1
feel alone miss wife much hate white trash raped killed daughters,1
ion kno wat kinda spring clothes imma bewilder yung nicca dis year aint doin da polo dis year gotta offset em wit sumthin else,2
blatantly believe men look creepy shit ghetto ass mustache,1
well done correctly answered almeria yellow red card far season,2
prefer jameis winston speak tv blessed coon,0
goddamn bird trying say yoburger better guys,1
bitch tf think going,1
live intimate coon,0
yanks signed brian mccann jacoby ellsbury hearsay still want robinson cano babe ruth miguel cabr,2
would like apologize anyone called fat stupid gay nigger jew retarded embody truly sorry jk trolling fags,0
na hoe cry yu swear aint fuckn n still side nigga,1
see thru fake bitches niggas,1
especially since rick andrea banging comics bitch died already,1
wetback,0
ho ho ho,2
realtalk hoe try get serious someone dont expect anything piece meat,1
marcus sma belongs celtics trash destiny,2
fucking flake ass bitches,1
word dont make u hoe okay sex first date long feeling mutual,2
say dat shit bad bitches hate broke niggaz knew already,1
hate bitter bitches try take away someones happiness,1
deary drink white trash everywhere,0
theyre young ladies got hoes,1
karma bitch,1
u bitch hadddd u wouldnt give fuck chris brown bagged u bitch u already lol,1
yaya ho cute avi tho idea eternal sleep,2
think got da bird grippe,2
much fun ubb ndiana hoosiers hoosierdaddy,2
nigga day honor nigger traditions non working,0
make sure take rage unsuspecting targets today chose stapler bitch coming,1
shoot ugly ass monkey looking shit,0
matter pure weight ratios five ounce bird run one pound coconut,2
bad bitch attitude nasty ooh ooh thats song hoe loveoohyie skyylevelmedia holipalooza atl,1
yellow cake cocoa frosting,2
fuckkkkk nig g tho atomic number gonna come back,0
list bitches want dick,1
one practiced looks charlie weis couple months ago hanging wnelly,2
okay ajay got one time call bitch one lit sub tweets like bitch fucc yo lit life got going,1
stop retweeting heather im tired seeing bitch tl,1
exactly shit said nobody think mimi outta line inviting stevie j gay nicca v,0
happy cristobal colon day even billmaher likes cocaine columbus fuck wrong liberals fuckin moron retards,0
hey dont u get involved black black situations cause hate whitey b honest mikebrown,2
lesbians get nips perforate ew,0
sup bitches,1
charlie sheen engaged porn star mens health tips sex toy adult toys kiss,2
hahahaha basic bitches funny,1
backdoor open hoes let fuck em ass usually extra charge plus rate agreed upon,1
didnt know whitetears blue yellow lessonoftheday,2
theres much groupie bitches hard come across girls arent overly social friendly everyone,1
havent talked bitch lol,1
love asian bitches,1
quit bitching faggot happy cant see faggot family cry baby little girl crying parking lot aint man sissy,0
happycolumbusday wasnt americakarlmarx would never thought sharing colonialism injuns,2
give us credit bitch went took w took tha,1
farewellcaptain way derek jeter close yankee stadium career,2
bitch bouta zooted,1
mom didnt buy oreos doesnt love,2
one less little nigger would uprise adenine big nigger,0
fuck stupid ass noel coward ass punk bitch queer ass racist piece shit punk bitch aint woh time,0
birds feather flock together yall,2
yellow alfresco,2
wtf u think u ole pussy ass nigga,1
hoes thnk nigga thats ridin fence sta givin lil attention u hoe wishywashy ass nigga oh,0
twitter watching bitches,1
strapped fasho cause iont trust hoe,1
fuck ass redskin recess,0
ur visibility one armed nigger,0
trash thats lot stolen shoes,2
brooo chinese sounds goooood hoe rn momma making carne con chile guess im gucci,1
lakers oni thought trash day mon,2
americans degenerate enough honor war dead barbecue anyone grills memorial day embody trash,2
good morning charlie,2
bad lil bitch aint never seen,1
thanks coming last night ghetto one else could handled summer,2
intended get pics didnt time must mud raceevent weekend like redneck convoy,2
gotta get rid trash ass alex smith,1
agree fuck yes send illegal wetbacks home,0
dear god forgive us moral slope values shacking angstrom unit pretty word perpetual fornication lets,2
femalelogic worse jig im convinced,2
u hoe broski u gotta look dat shit,1
bruh chichi go months years without seeing still bae basic ass bitches cant go missed calls,1
bird take hat hats hats beat,2
great weather hit slopes weekend open saturday cowx skiseason ht,2
gone nigguh,0
bird catches worm,2
currently using yellow marker literally called spanish orange drawing absolute perfection,2
teabagger freemarket really wonders bangladesh last couple days tcot p teapay randpaul,2
guarantee things youre white youve never anywhere near real ghetto amp relative pig,0
nope ordered dominos trash,2
swear god man niggas talk bitches days,1
stupid fucking nigger lebron flopping stupid jungle bunny monkey faggot,0
lol youuuuu got niggas dont got backbite,0
real talk really aint fully trusted bitch since instagram twitter became popular,1
porch monkey life,0
fag hesgay,0
already yellows last years combined indycar honda,0
called real niggas hoes aint nuttin massah luvin uncle toms aunt jamammis fakin da funk,1
smh queen,0
best believe aint christian slave brainwash black spooks miss white man unlike yoself devil,0
ears look good hoe yo background,1
hey everybody white iron dance band plays saturday slopes lutsenmn papa charlies going real,2
basic bitches basic cable,1
tell baddest hoes beat unless gone strip,1
nudes follow trash,2
dumb black cunt getting cards picture made fucking mad ruined day,0
long day work bitch wunna rest feet lol,1
sheeple like oh racist sexist teabaggerswho elective two old white men,0
hope get eye cancer crab bitch,0
looking love one day itll find thenkeep fuckin dese hoes yolo,1
dat damn dog eats betta den colored family,2
great reply except trash,2
yeah thats youre supposed invest trash rude,2
pnd jigga man,2
become retarded,1
bitches get cut everyday b,1
manner smuggled folk take kids riding ghetto point misplaced youth victimized cursed brethren say,2
cunt antiophthalmic factor nigga want another nigga wcw bitch dont work like,0
earlybird early morning sunrise dawn bird thebird jerryreed kansas river city,2
oh gosh cute fa la la la la la la la la bitch,1
inferno naw shag bitches serves right,0
really wanna talk life fuck right pussy dude smokin blunt die,1
im definitely top makin beats city yall niggers love trap beats yall probably wont admit,0
illegal alien race crime wetbacks,0
shes hu nigga crushing fucking bottle girl hoes,1
one mans trash another mans treasureperfectly explains striptease daddy issues,2
hoe gone hoe dats nd nigga broke hoes act funny,1
somethingigetalot asian black hawaiian gay retarded drunk,0
smh bitches haters dare blackgirls jealousy yooo loool,1
hate bitches wanna talk bf breaks theyre break bf nigga fuck inbox,1
chillin w couple hoes like hoes like niggas dont act like hoes,1
night jigaboo,2
look ya son nigga faggot bruh chance rapper,0
nationalcatday sure celebrate billion bird deaths blame climatechange fuckin commies,1
poof,0
know righttt iodin hate fat loud bitches,0
told home girl bitch bet change mee,1
literally every man fam copped bad white bitch wife aint even boutta break da chain unless latina comes around,0
niggas would rather girl wear jeans js instead tight dress heels faggots,1
cant trust every face bitch gotta watch em,1
black people like disgust laughing person died dumb monkey ass niggas like need locked stupidity,0
mila kunis heterochromia iridum gives two different colored eyes one eye green brown,2
jealousy bitch,1
yes true reagan firstike wouldnt president supreme allied commander,2
full called children children illegal bound jumpers ms gang members,0
nowplaying doors wasp texas radio big beat thearrow,2
youd like wouldnt fag,0
money cars clothes hoes lol want successful lol,1
photoset biggest pussy ive seen china,1
foto imapython bieg albino sea tule reckon u mean soul ocean,2
mom im dramatic immature fucking mental problems youre bitch cunt,0
niggah niggah niggah dont believe scarce wacthh,0
wanna try pot brownies,2
tikiti rough mock base eventually represent ashtray tiki ti,2
shes covering half face shes still prettier hoes skndndnddnd,1
im bed like half asleep stuff really want oreo coffee coolatta,2
yall bios trash mine pretty good,2
jovial hindquaers nigga bitch thought thought,0
porch monkey four life,0
yasssss bitch yasssss,1
loves eats brownie intimate eats brownie,2
sorry fo da rant make insane ashamed colored wish white yall would like,0
living lesbians digest faggots theres difference,0
tommy trash,2
pussy,1
yourenotmytype fade perpetually fresher thats real ass bitch rite,1
im fag,0
dont likes dat magazine da black folk look comparable dey one chromeasome away da anthropoid,0
chaber books bragadayjah nimrod cushite first king eah see bragadayjah,2
bitch got beef links,1
bitch,1
bitches loud reason,1
may cry watching derek jeter ad,2
women sluts freshman year college let hoes great,1
condition repo making pit stop inward canada rape bitches,0
go back lego set lodge faggot,0
hoes aint classy like trashyyy,1
females love stealing someones boyfriend thats cute yall hoes need morals life goals,1
ill uk fag means cigarette faggot bundle sticks homo,0
hate stuck bitch likeeee stfu aint shit special,1
bad bitches thing like,1
happy natal day faggot,0
fuck bitch idc tgif,1
charlie strong texas back power better power handsome anybodys,2
shy singer surprises melts simons hea damn beautiful iodine almost cried,2
hoes selling pussy new uggs disqualified,1
know im big nfl im sick hearing black yellow shit lol bandwagon fans hell go packers,2
ion like papoose went lol,2
yellow shi hat turnt da side,2
look lying ass bitches couldnt finish school stripping ya mind ass bitches,1
love butter atcq id love qtips hook looped three half minutes instead phifes trash verses,2
aint got shit goin ya self bitch gone want,1
im already tired mr stupid af decides show us video trigonometric notions um yeah hardly wanted say youre hoe,0
year still firecashman yankees,2
charlie tries walk room cant remember locked door,2
oh wow avoiding bitch,1
long gon feed pussy get munchies,1
arrive cunt,0
republicans want yank food stamps hungry may prg p,2
im glad see broads still faggot look comes picking dudes,1
food thought goodexcept rice cook bitch monday week tootsies,2
could get twin burner phones ghetto fab months,2
nah boa nigga wayne run mouth like hoe girl aint hoe chill wi,1
want monkey bread,2
assholes know refer girl bitch doesnt make dick bigger right,0
head excessively big snapbacks like beanies better anyway,2
nothing lasts forever category barely recognize whatsoever yankees tonight,2
devil grows inside heas selfish wicked white brown yellow black color restricted,2
finally warner bros making superhero films starring woman person color actor identifies group queer,2
back nigger music good order,0
hey dont like stupid white bitch horror movie asks america hide isis behind chainsaws mkay,0
hoe got school shi sucking dick,1
im produce money nigga da hoes love,0
lmaoo thats legal tackle fag seriously,0
sessys bitch real homie unlike gabby,1
yankees scram killed,2
ill agree take ethiopian starvin looking nigger ass back africa buyfoodlittleguy,0
tell coon,0
dont bitch niggas fuck nigra bitches,0
niggers,0
youre fag use cover nerve emoji,0
im little teapot sho irish aist year amas emabiggestfansd,2
side bitches winning son,1
poove,0
justin beiber angstrom fucken gay cunt,0
wow comin back bitch niggas,0
night time falls im corie latin man intrigue place bird feather glass scotch never posts ab,2
well else white ppl get us forget horrific past former paint deoxyadenosine monophosphate pretty picture ho,0
dont hu little faggot,0
yeah ok nigger,0
smoke good weed bad bitch give good girl bad habits,1
terrifying leprechaun,2
hoes aint got nothin ya,1
chill ur snatch gay af,0
strong survive nigga pussy,1
america patrick victor maindale white trash altogether americans,0
eagles hrs till birds kick assbleedgreen,2
bitch fuck u maybe youll get better,1
im fuking every night new house cause bitch worked hard fa new house,1
bitch tell got cheated times somethin wrong hoe cuh,1
read wo slant orig statement said everything havethat extreme comment made,2
hoe dont make put upwardly screenshots texts hoe,0
girls want hold hoes act like cant show boyfriends,1
mix retards aap maoists terroristscongies delusional retards,0
birds feather flock together,2
stay warm beanies sweaterweather bootyever,2
im staing act hollywood round bitch,1
swear u fuck nigga u scary little bitch u think game huh,1
people world health organization grow vegetables nothing common churl trash,0
charlie rangel things believe ghostlike damn things,2
youre early nigguh,0
eva asked nicca dey got sum fake designer frm,0
wheres bitch wit sammich,1
muslims military award whatsoever sub human savages slaughter unarmed men women children,0
barely walk heels dress bitch trying hard,1
remember game winning jack right last summer yankee stadium staed p,2
frustration bitch,2
u fucken bitch wifi,1
momma aint raise hoe,1
whheeet bitch lying,1
surrender divinity conquerors apocalypse via oriental black metal hell,2
karma biggest bitch youll ever meet keep pushing buttons,1
nips,2
give tankees mean yankees maybe next year,2
ima sta friend zoning hoes,1
hawaiian thought day aloha muzzie pigs ever,2
haha getting shit everyone else second favorite team redlegs,1
review yanks coming angstrom unit military history united states world war via,2
drugs wherefore giants losing ask barrybonds hedge bet fund worldseriesgame faggots,2
fuck hoe thats exactly dese hoes doin gettin fucked nd yall niggas one blame,0
hoe get outta line featuring cat,1
vintage mickey,2
eh bitch worry psychotic ass looks like need saved noisy bitch cantstanducunt,0
croak get left angstrom hot car die bitch,0
im lifted im stiff bitch,1
love fresh pussy eat buffet,1
eat shit nigra bitch turd bag dick beetle,0
theres yellow writing black jerse,2
oh youre perpetually hairy pussy tho different story,1
would love give bitch act right juice lol,1
hoes aint leaving aint shit nigga bc hes yo aint shit nigga n dont want hoe win,1
pennsylvania white trash represent pennsylvanians,0
im gonna nip right bud,2
straight bench ned worldcup,2
yearn going let fools ferguson continue stop pussy footin disperse whatever means necessary,2
dont get drafted squad gonna problems drop faggot jesus,0
niccas dnt kno bout da finessin,1
ok u blubber precious lookin ass bitch u big fat back barnyard lookin ass bitch fix grammar u still fat,0
fucking faggots arent live dc maryland operating theatre va,0
bitch huh nigga gonna damn thing sir page oh u forgot,1
mix whole retards aap maoists terroristscongies delusional retards,0
grouse watch fucking mouth diy whore swear god thats thin line,0
youre garden rose bitch weed,1
pornandroidiphoneipadsexxxx anal anal gaping tranny play panty nylon pa,1
idk love skinny girls got good pussy,1
come pussy go ass come ass go mouth,1
well jennas getting yellow lab know ill exist whenever im home,2
never go full retard,0
cancel bitch like ninooo,1
cause hoes go jail cause fucking hoes bloody n making forebode head honcho,0
people think gay marriage okay beyond sorry dont want future son seeing fags walking street harbor hands,0
looks like lesssquintyeyed hmm,2
pierce wouldve easily drained shots us hes trash smh,2
knock em wit sum chunky,2
name group called mob moaning old bitches,1
yeah lowkey loves knows hes nigga dont love hoes,1
couldnt press send tweet anchor babies even raw,2
hear baby cry restaurant literally feel pussy slam door closed throw gone fishing,1
fuck pussy fuck mouth fuck prat cause nasty,0
bitches always trippin,1
african colored car fight niggerous whips,0
im sick uranium niggers,0
bitches somewhere coughing like mug,1
try bitch boy,1
wait yall ever put ur finger lil hole back pussy cool,1
photographer hid hoosier state trash get adorable engagement photos,2
ate monkey andnowihaveebola,2
eggs sunny side nicca,2
south central niggahs really dont lovin hoes hoes dont lovin niggahs,1
met office issued amber warning snowat least warning amber snowposh countersign yellow,2
great day lovely fellow apes,2
first adult decision induce college buy guinea pig noragrets alsonobeermoney university iowa,2
fuck bitch dont even suck dick kermit videos bout fuck ig,1
nigga whos bitch u fucking cracker get gay screwing mentions,0
currently make jig word,2
hope guys get attacked suppoing sopa bunch foul snake faggots,0
shut diy di trap limp knees ashy footed blue balls isolated hamster wheel nipples bitch,0
dont understand rich people dress care trash,2
ya niggas gassin wack ass bitches,0
playing trash espn right,2
cant fuck ol bitch niggas dese dicks,0
post new song guala,2
honesty ask ugly hoe,1
